Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,Churn
0,0,1,0,71,1,1,2,0,1,1,0,1,1,1,1,2,7472.15,0
1,0,0,0,6,1,0,1,1,1,0,0,0,0,0,0,0,389.1,1
0,0,1,0,45,1,0,1,1,0,1,0,0,0,2,0,3,2296.25,0
1,1,0,0,2,1,1,2,0,0,0,0,1,0,0,1,0,187.45,1
1,0,0,0,4,1,0,1,0,1,0,0,1,1,0,1,2,261.25,1
0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,1,38.45,0
0,0,0,0,4,1,0,2,0,0,0,0,1,0,0,0,0,299.2,1
0,0,0,0,51,1,1,1,1,0,0,1,0,0,1,0,3,3043.6,0
0,0,1,1,60,1,1,0,0,0,0,0,0,0,1,0,3,1506.4,0
0,0,0,0,9,1,0,0,0,0,0,0,0,0,1,1,1,163.7,0
0,0,0,0,3,1,1,2,0,1,1,0,1,1,0,1,2,323.25,1
0,0,0,0,17,1,1,2,0,0,1,1,0,1,0,1,2,1640.0,0
1,0,0,0,8,1,1,2,0,0,0,0,1,0,0,1,0,762.1,1
0,0,1,1,46,1,0,1,1,0,1,1,1,1,2,0,1,3846.35,0
1,0,0,0,68,1,0,1,1,1,1,1,1,1,2,1,3,5646.6,0
0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,53.5,1
1,0,1,0,4,1,0,0,0,0,0,0,0,0,1,0,2,79.05,0
1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,1,25.1,1
0,0,0,1,28,1,0,1,0,1,0,1,0,0,1,1,3,1516.6,0
1,0,0,0,39,1,0,1,0,1,0,0,1,0,1,1,3,2224.5,0
0,0,0,0,11,1,0,2,0,0,1,0,0,1,0,0,0,888.75,0
1,0,1,0,71,0,2,1,0,1,1,1,1,1,2,1,3,4310.35,0
0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,42.9,0
0,1,1,0,30,1,0,2,0,1,1,0,0,0,0,1,1,2365.15,1
1,0,0,0,17,1,0,0,0,0,0,0,0,0,1,0,1,353.65,0
1,0,1,0,55,1,1,2,0,1,1,0,1,0,0,1,3,5073.1,0
1,0,0,0,58,1,1,2,1,0,0,0,0,0,0,1,2,4526.85,0
1,0,0,0,5,1,0,1,1,0,0,1,0,0,0,0,0,308.25,1
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,19.45,1
0,1,0,0,9,1,1,2,0,0,0,0,0,0,0,1,0,678.45,0
0,0,0,0,26,1,0,1,0,0,0,1,0,0,0,0,2,1237.3,0
1,0,0,0,50,1,0,0,0,0,0,0,0,0,2,0,3,1023.95,0
1,0,1,0,72,1,1,2,1,1,1,1,1,1,2,1,2,8182.75,0
1,0,0,1,43,1,0,2,1,1,0,1,1,1,1,1,3,4532.3,0
0,0,0,0,56,1,1,0,0,0,0,0,0,0,2,1,2,1444.05,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,19.1,0
0,0,1,1,72,1,1,2,0,1,1,0,1,1,2,1,0,7372.65,1
0,0,1,0,72,1,1,2,1,1,0,1,0,1,2,1,2,7325.1,0
0,0,1,0,36,1,1,2,0,0,0,0,1,1,0,1,0,3474.2,0
0,0,0,0,5,1,0,1,0,0,1,1,1,1,0,0,2,392.65,0
1,0,0,0,13,1,1,2,0,1,1,0,0,0,0,1,0,1058.6,1
1,1,0,0,44,1,0,2,0,1,1,0,0,1,1,0,3,3990.75,0
1,1,1,1,70,1,1,2,0,1,1,1,1,1,1,1,0,7475.85,0
0,0,0,0,44,1,0,0,0,0,0,0,0,0,1,0,3,835.5,0
1,1,1,0,32,1,1,2,0,0,0,0,1,0,0,1,3,2628.6,1
1,0,1,0,69,1,1,0,0,0,0,0,0,0,2,1,3,1718.35,0
1,1,0,0,16,1,0,1,0,0,0,1,1,0,0,0,0,1023.9,1
0,1,1,1,68,1,0,0,0,0,0,0,0,0,1,0,2,1193.55,0
0,0,0,0,16,1,0,2,0,0,0,0,0,0,0,1,3,1205.5,0
0,0,1,1,68,1,0,1,1,1,0,1,1,1,2,0,2,5776.45,0
0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,78.9,0
1,0,1,1,26,0,2,1,1,1,0,1,0,0,0,0,3,1025.15,0
1,0,0,0,29,0,2,1,0,1,0,0,0,0,0,1,0,856.35,1
0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,3,122.0,0
0,0,1,0,70,1,1,2,0,1,1,0,1,0,1,1,2,6602.9,0
0,0,1,0,24,1,0,1,1,0,0,1,1,1,1,0,2,1712.9,0
1,1,1,0,72,1,1,1,1,1,1,1,0,1,2,0,2,5682.25,0
0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,1,1,74.3,0
0,0,1,0,70,0,2,1,0,1,1,1,0,1,1,1,2,3635.15,0
1,0,1,1,36,1,0,0,0,0,0,0,0,0,0,0,2,702.9,0
1,1,0,0,38,1,1,2,0,0,0,1,1,1,0,1,0,3734.25,1
1,0,0,0,17,1,0,2,0,0,0,0,0,0,0,1,0,1144.5,1
1,0,1,1,41,1,1,2,0,1,1,1,1,1,1,1,2,4454.25,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,45.3,1
0,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,2,75.6,1
0,0,0,0,14,1,0,2,0,0,1,0,0,0,0,0,0,1117.55,0
0,1,0,0,2,1,0,2,0,1,1,1,0,1,0,1,3,180.25,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,19.8,1
0,0,1,1,13,1,1,1,0,1,1,1,1,0,0,1,0,930.05,0
0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,110.15,0
1,0,0,0,4,1,0,2,0,1,0,0,0,0,0,1,2,333.6,1
1,0,1,1,5,1,0,2,0,1,0,1,1,1,0,1,1,465.05,1
1,0,1,0,15,1,0,2,1,0,1,0,1,1,0,0,0,1669.4,0
1,0,0,0,47,1,0,2,1,0,0,0,0,0,0,0,3,3545.1,0
1,0,0,0,8,1,0,1,0,0,1,1,0,1,0,0,1,504.05,0
0,0,0,0,17,0,2,1,0,0,0,0,0,0,0,1,1,440.2,0
0,0,1,1,15,1,0,2,1,0,0,0,0,0,0,0,1,1151.55,0
1,0,0,0,26,1,0,2,1,0,1,1,0,1,1,1,2,2475.35,0
1,0,0,0,23,1,1,1,1,0,0,0,0,0,0,0,0,1249.25,0
1,1,0,0,4,1,0,2,0,1,0,0,0,0,0,0,0,317.75,0
0,0,0,1,29,1,0,0,0,0,0,0,0,0,1,0,1,535.05,0
1,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,1,461.3,0
0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,1,431.0,1
0,0,1,0,18,1,0,1,0,0,1,0,0,0,0,1,1,878.35,1
0,1,0,0,3,1,1,2,0,0,0,0,1,1,0,1,0,335.75,0
1,0,1,1,69,0,2,1,1,1,1,1,0,0,2,0,2,3121.4,0
0,0,0,0,14,1,0,0,0,0,0,0,0,0,1,0,1,324.8,0
0,0,0,0,19,1,1,1,0,0,0,0,1,1,0,0,1,1394.55,0
0,1,0,0,39,1,1,2,0,1,0,0,0,1,0,0,0,3413.25,0
0,0,0,0,31,1,0,2,0,1,1,0,1,1,0,1,0,3143.65,0
0,0,1,1,24,1,0,0,0,0,0,0,0,0,1,0,1,439.75,0
0,0,1,0,14,1,0,1,0,0,0,1,0,0,0,0,2,664.4,0
1,0,1,0,64,1,0,1,1,1,1,1,0,1,2,1,1,4759.55,0
1,0,0,0,50,1,0,0,0,0,0,0,0,0,1,1,1,1033.0,0
0,0,1,1,52,1,0,1,0,1,1,1,1,0,1,1,0,3482.85,0
0,0,0,0,28,1,1,2,0,1,0,0,1,1,1,0,0,2688.45,0
1,0,0,0,21,1,0,0,0,0,0,0,0,0,2,1,3,435.25,0
0,0,0,1,25,1,0,2,0,1,0,0,1,1,0,1,0,2448.75,1
1,0,1,0,17,1,0,0,0,0,0,0,0,0,1,0,1,307.0,0
0,0,1,0,58,0,2,1,0,0,0,0,1,1,1,1,3,2689.35,0
0,1,1,0,17,1,0,2,0,0,0,0,0,1,0,0,2,1329.2,1
1,0,1,0,51,1,1,0,0,0,0,0,0,0,2,0,1,1281.25,0
0,0,1,1,72,0,2,1,1,0,1,1,1,0,2,0,1,3527.0,0
0,0,1,0,52,1,0,2,1,0,0,0,1,0,0,0,0,4348.65,1
1,0,0,0,27,1,0,0,0,0,0,0,0,0,2,1,1,561.15,0
1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,63.6,0
1,0,1,0,64,1,1,1,1,1,1,1,0,1,2,1,1,5129.3,0
1,0,1,0,45,1,0,2,0,0,0,1,1,1,2,1,3,4285.8,0
0,1,1,0,3,0,2,1,0,0,0,0,1,0,0,1,1,93.7,1
1,0,1,0,71,1,1,1,0,1,1,1,1,1,2,1,3,5894.5,0
1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,25.05,1
1,0,1,1,58,1,0,0,0,0,0,0,0,0,2,0,3,1160.75,0
0,0,1,1,34,1,0,2,0,1,1,0,1,0,0,1,0,3091.75,0
1,0,0,0,8,1,0,1,1,0,0,0,0,0,0,1,0,365.55,1
1,0,1,1,15,1,0,0,0,0,0,0,0,0,0,0,1,272.95,0
0,0,1,1,66,0,2,1,0,0,1,1,1,1,2,0,2,3632.0,0
0,1,0,0,12,0,2,1,0,1,0,0,0,0,0,1,3,381.2,0
0,0,0,0,58,1,0,0,0,0,0,0,0,0,2,1,2,1035.5,0
1,0,1,1,3,1,0,0,0,0,0,0,0,0,2,0,1,52.0,0
1,1,1,0,43,0,2,1,0,1,1,0,1,1,0,0,3,2342.2,1
1,0,0,0,9,1,0,2,0,1,1,0,0,0,0,0,0,653.9,0
1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,71.2,0
1,0,1,1,22,1,0,1,0,1,0,0,1,1,1,1,2,1498.2,1
0,0,1,0,40,1,1,2,0,1,1,0,1,1,1,1,2,4178.65,0
1,0,0,0,68,1,1,0,0,0,0,0,0,0,2,0,2,1821.8,0
0,0,1,0,54,1,1,2,0,1,1,0,1,1,0,1,0,5278.15,1
1,0,0,0,50,1,1,1,0,1,0,1,1,1,2,1,1,4024.2,0
0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,55.25,0
1,0,1,0,72,1,1,1,1,1,1,1,1,1,2,0,2,6520.8,0
0,0,0,1,40,1,0,0,0,0,0,0,0,0,1,1,2,854.9,0
1,0,1,1,72,1,1,2,1,1,1,1,1,1,2,1,2,8308.9,0
1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,109.2,0
1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,3,92.05,0
0,0,1,0,48,1,1,1,0,1,1,0,0,1,1,1,3,3420.5,0
1,0,0,0,1,1,1,2,0,0,0,0,1,1,0,1,0,93.85,1
1,0,1,1,64,1,0,1,1,0,0,1,1,0,1,0,1,4068.0,0
1,0,0,0,17,1,0,0,0,0,0,0,0,0,1,0,3,337.9,0
0,0,1,0,40,1,0,2,0,1,1,0,0,0,0,1,0,3168.75,0
1,0,1,1,41,0,2,1,1,0,1,0,0,0,1,0,3,1412.4,0
0,1,0,0,51,1,1,2,0,1,0,0,0,0,1,1,2,3974.7,0
0,0,1,0,41,1,1,2,0,1,0,0,0,0,0,1,0,3439.0,0
1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,50.45,1
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,42.45,0
0,0,0,0,68,1,0,2,0,1,1,0,0,0,1,0,3,5461.45,0
1,0,1,1,24,1,1,0,0,0,0,0,0,0,2,0,1,571.75,0
0,0,1,0,70,1,1,1,1,0,1,1,0,1,2,0,3,5498.2,0
0,0,0,0,3,0,2,1,0,0,0,1,0,0,0,1,0,96.85,0
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,111.05,0
0,0,1,0,3,0,2,1,0,1,0,0,0,0,0,0,3,94.4,0
1,0,0,0,7,1,1,1,0,0,0,1,1,1,0,1,0,521.1,1
1,0,0,0,13,1,0,1,1,0,0,0,1,1,0,1,0,923.85,0
0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,141.1,0
0,0,1,1,12,1,0,1,0,0,0,0,1,0,0,1,1,628.65,0
0,0,1,1,53,1,1,2,0,1,1,0,1,1,1,1,0,5576.3,0
1,0,0,0,12,1,1,2,0,0,0,0,1,1,0,1,0,1046.1,1
0,0,1,1,63,1,0,0,0,0,0,0,0,0,2,0,1,1245.6,0
1,0,0,0,15,1,0,1,1,1,1,1,1,1,0,0,1,1287.85,0
0,0,1,1,36,1,0,1,1,1,0,0,0,0,1,0,1,1939.35,0
0,1,1,0,4,0,2,1,0,0,1,0,0,0,0,1,0,118.25,0
1,0,1,1,24,1,0,0,0,0,0,0,0,0,2,0,1,452.55,0
1,0,0,0,61,0,2,1,1,1,1,1,0,0,1,0,3,2696.55,0
0,0,0,0,16,1,1,1,0,1,0,0,0,0,0,0,0,875.35,0
0,0,1,1,65,1,0,0,0,0,0,0,0,0,2,1,3,1267.05,0
1,0,1,1,26,1,0,0,0,0,0,0,0,0,2,0,3,494.9,0
0,0,0,0,16,1,0,1,0,0,0,1,0,0,0,1,1,799.0,0
1,0,1,0,54,1,1,2,1,1,0,0,1,1,1,0,2,5763.3,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,20.1,1
0,0,0,1,5,1,0,0,0,0,0,0,0,0,2,0,1,106.9,0
1,0,0,0,19,0,2,1,0,1,0,0,0,1,0,1,0,710.05,0
0,0,0,0,10,1,1,1,1,0,0,0,0,0,0,1,3,568.2,0
1,0,1,1,23,1,0,2,0,1,1,1,0,0,0,0,0,1900.25,1
0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,1,159.15,1
1,0,0,0,72,1,1,2,0,1,1,1,1,1,2,1,2,8012.75,0
0,1,1,0,10,1,1,2,0,0,0,0,0,1,0,1,0,856.65,1
1,0,1,1,10,1,0,1,0,1,1,0,0,0,0,1,1,551.3,0
0,0,1,0,11,1,0,0,0,0,0,0,0,0,1,1,1,184.95,0
1,1,0,0,37,1,1,2,1,1,0,0,1,1,0,1,2,4056.75,1
0,0,1,1,17,1,1,1,1,0,0,1,0,0,1,1,1,1096.65,0
1,0,1,1,36,1,1,2,1,0,1,0,1,1,0,1,3,3684.95,0
0,1,0,0,17,1,0,2,0,1,1,0,1,1,0,1,0,1752.45,0
1,1,1,1,66,1,1,2,1,1,0,1,1,1,1,1,3,7210.85,0
0,0,1,1,61,1,0,1,1,1,1,1,1,1,1,0,2,5264.5,0
0,0,0,0,22,1,0,2,0,1,0,0,1,1,0,1,1,2157.3,0
0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,24.4,0
1,0,0,0,6,1,0,2,0,0,0,0,0,0,0,0,3,433.95,0
0,0,0,0,31,1,0,2,0,1,0,1,0,0,0,1,0,2435.15,1
1,0,1,1,68,1,0,1,1,1,1,1,1,1,2,1,3,5607.75,0
1,0,1,1,34,1,1,2,0,0,1,0,1,0,0,0,0,2874.15,1
1,0,1,1,52,1,0,2,0,1,1,1,0,0,0,0,2,4433.3,0
1,0,0,1,10,1,0,2,0,0,1,1,1,0,0,1,0,964.35,0
0,0,1,1,29,1,0,2,0,0,0,0,0,0,0,1,0,1974.8,1
1,0,1,1,72,1,0,0,0,0,0,0,0,0,2,0,2,1460.85,0
0,0,1,1,47,1,0,0,0,0,0,0,0,0,1,0,1,951.55,0
0,0,1,1,24,1,1,1,1,0,0,0,1,1,1,0,1,1821.2,0
0,0,0,0,65,1,1,0,0,0,0,0,0,0,1,0,3,1600.95,0
1,0,0,0,4,1,1,2,0,0,0,1,1,1,0,1,1,399.25,0
0,1,1,0,12,1,1,2,0,1,0,0,1,1,0,1,0,1218.55,1
0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,1,0,81.7,1
0,0,0,0,33,1,0,2,0,0,0,0,0,0,0,0,0,2171.15,1
1,0,0,0,34,1,0,2,0,1,1,1,1,1,0,1,0,3634.8,0
1,0,1,0,14,1,0,0,0,0,0,0,0,0,2,0,1,292.4,0
1,0,0,0,4,1,0,2,0,0,0,0,0,1,0,1,0,317.25,1
0,0,1,1,13,1,0,0,0,0,0,0,0,0,1,0,1,218.55,0
1,0,1,1,65,1,1,1,0,1,0,1,1,1,2,1,2,5071.9,0
0,0,1,1,23,1,0,1,1,0,0,1,0,0,1,0,3,1423.35,0
0,0,1,0,55,1,0,1,1,1,1,0,0,0,2,0,0,3068.6,0
0,0,1,0,49,1,0,2,0,1,0,0,1,1,2,1,0,4690.65,0
0,0,1,0,60,1,1,2,0,1,1,0,1,1,1,0,2,6157.6,0
1,0,1,1,69,1,0,0,0,0,0,0,0,0,1,1,3,1442.65,0
0,0,0,0,40,1,1,2,0,0,0,0,1,0,0,1,0,3369.05,0
0,0,1,0,67,1,0,1,1,1,0,1,0,1,2,1,3,4671.65,0
0,1,0,0,35,1,1,2,0,0,0,0,1,1,0,1,0,3474.05,1
0,0,1,1,19,1,1,2,0,0,0,1,1,1,1,1,0,1875.55,1
1,0,1,1,13,1,0,0,0,0,0,0,0,0,2,0,1,272.35,0
1,0,0,1,41,1,1,2,0,1,0,0,1,0,0,1,2,3645.05,0
1,0,0,0,4,0,2,1,1,0,1,0,0,0,0,0,1,135.75,0
1,0,1,1,24,1,0,1,1,0,0,1,0,0,0,0,0,1319.85,0
1,0,0,0,5,0,2,1,0,1,0,0,1,1,0,1,3,229.4,0
1,0,0,0,5,1,1,1,0,1,0,0,0,1,0,1,0,370.25,0
1,0,1,1,1,1,0,2,0,0,0,0,0,0,0,1,1,69.1,1
1,0,1,1,72,1,1,1,1,1,1,1,1,0,2,0,2,5714.2,0
1,0,0,0,24,1,0,1,0,0,1,0,0,0,0,1,3,1233.25,0
1,0,1,0,42,1,1,1,1,0,1,1,1,1,2,0,3,3571.6,0
1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,83.3,0
0,0,0,0,68,1,1,2,1,1,1,1,1,1,1,1,3,8035.95,0
1,0,1,1,33,1,0,0,0,0,0,0,0,0,1,0,1,579.4,0
1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,69.6,1
0,0,0,0,31,1,1,2,0,1,1,0,1,1,1,1,0,3066.45,1
1,0,0,0,4,1,1,2,0,1,0,0,0,0,0,0,2,305.55,1
0,1,1,0,69,1,1,2,0,1,1,1,1,1,2,1,0,7634.25,0
0,1,0,0,38,1,1,2,0,0,0,0,1,1,0,0,0,3653.0,0
1,0,1,1,3,1,0,2,0,1,0,1,0,0,0,1,0,241.3,0
1,0,1,1,48,1,1,1,0,1,0,1,1,1,2,0,0,3870.3,0
1,0,1,0,15,1,1,0,0,0,0,0,0,0,2,0,1,387.9,0
1,0,0,0,25,1,0,0,0,0,0,0,0,0,1,0,3,527.5,0
1,1,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,78.45,1
1,0,0,0,48,0,2,1,1,1,0,0,1,0,0,1,0,2104.55,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,20.3,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19.2,0
1,0,0,0,37,1,0,2,0,1,1,0,0,0,1,0,0,3019.1,0
0,1,1,0,66,1,1,2,0,1,1,1,1,1,1,1,2,7051.95,0
1,0,1,0,26,0,2,1,1,1,1,0,1,0,1,0,2,1190.5,0
0,0,1,0,63,1,0,1,1,1,0,1,1,0,1,0,3,4448.8,0
0,0,0,0,10,0,2,1,0,0,1,0,0,0,0,0,1,255.25,1
1,0,0,0,2,1,0,1,1,0,0,0,1,1,0,1,0,146.9,1
0,1,1,0,18,1,0,1,1,0,0,0,0,1,0,1,3,1011.05,0
1,0,1,0,64,1,1,0,0,0,0,0,0,0,2,0,1,1714.95,0
1,1,0,0,9,1,1,2,0,0,0,0,0,1,0,1,0,762.5,1
1,0,0,1,28,1,0,0,0,0,0,0,0,0,0,0,1,535.35,0
1,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,75.55,0
0,0,0,0,4,1,1,2,0,0,0,0,0,1,0,1,0,338.9,1
0,1,0,0,38,1,0,1,0,1,1,1,1,0,1,1,3,2497.35,1
0,0,1,0,66,1,1,2,0,1,1,0,0,1,1,0,0,6273.4,0
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,70.25,0
1,0,1,0,18,1,0,1,0,0,0,1,0,0,0,1,1,908.75,0
0,1,0,0,51,1,1,2,0,0,1,0,1,1,0,1,0,4913.3,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,46.3,1
0,0,0,1,12,1,0,0,0,0,0,0,0,0,2,0,2,212.3,0
1,0,0,0,41,1,1,2,0,1,1,0,1,1,0,1,0,4443.45,1
0,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,316.2,0
1,0,1,1,55,1,0,0,0,0,0,0,0,0,2,0,1,1079.05,0
1,0,0,0,7,1,1,2,0,0,0,0,0,0,0,1,0,564.65,0
1,0,0,0,12,1,0,2,0,0,1,1,0,1,0,1,0,1095.65,1
1,0,1,1,68,1,1,1,1,1,1,1,1,1,2,0,3,6161.9,0
1,1,0,0,5,1,1,2,0,0,0,0,1,0,0,1,3,446.05,1
1,1,0,0,49,1,0,1,0,0,0,0,0,0,0,0,1,2106.05,0
0,0,0,0,40,0,2,1,1,1,1,0,1,1,1,0,3,2511.55,0
1,0,0,0,16,1,0,0,0,0,0,0,0,0,1,0,2,318.6,0
0,0,0,0,10,1,1,2,0,0,0,0,0,0,0,1,1,811.8,1
1,0,1,0,72,1,1,2,0,1,1,0,1,1,1,1,0,7323.15,0
1,1,0,0,2,1,1,2,0,0,0,0,0,1,0,1,0,186.05,0
0,0,1,1,23,1,0,0,0,0,0,0,0,0,2,0,1,454.0,0
1,1,0,0,71,1,1,2,0,1,1,0,1,1,1,1,0,7521.95,0
1,0,1,0,11,1,1,2,0,0,1,0,1,1,0,1,0,1056.95,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,44.15,1
1,0,0,0,16,1,0,1,0,1,0,1,0,0,0,1,1,834.15,1
1,0,0,0,1,1,1,2,0,0,0,0,0,1,0,1,1,85.45,1
0,0,1,0,12,1,0,2,0,1,0,0,0,1,0,1,3,999.8,0
1,0,0,0,54,0,2,1,1,0,0,1,0,1,1,0,2,2369.7,0
1,0,1,0,68,1,1,2,0,1,1,1,0,0,2,0,3,6297.65,0
1,0,1,1,4,1,1,1,0,0,0,0,0,0,0,0,1,239.55,1
1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,59.2,1
0,0,0,0,27,1,0,1,1,0,0,1,0,0,0,0,1,1461.45,0
0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,1,1,416.4,0
0,0,0,0,13,1,0,2,0,0,1,0,1,0,0,1,0,1060.6,1
1,1,0,0,64,1,1,1,0,1,1,1,0,1,0,0,3,4869.35,0
1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,54.9,1
0,0,1,0,57,0,2,1,0,1,1,1,1,1,2,1,2,3265.95,0
1,0,1,0,21,1,1,2,1,0,1,0,1,1,0,1,0,2254.2,1
0,0,0,0,19,1,0,0,0,0,0,0,0,0,2,0,1,358.15,0
0,0,1,0,31,1,0,2,0,0,1,0,1,1,1,1,0,2939.8,0
0,0,0,0,52,1,1,1,1,1,1,1,1,1,2,1,1,4652.4,0
1,0,0,0,46,1,1,2,0,1,1,0,0,1,1,1,0,4408.45,0
1,1,0,0,11,1,1,1,1,0,0,0,0,0,0,1,0,580.8,0
1,0,1,1,53,0,2,1,1,1,1,0,0,1,0,1,2,2495.2,0
1,0,1,1,11,1,0,0,0,0,0,0,0,0,0,1,1,180.3,1
0,1,0,0,57,1,1,2,0,1,0,1,1,1,0,1,2,5913.95,0
1,1,0,0,2,1,1,2,0,0,0,0,0,0,0,1,1,158.4,1
1,1,0,0,2,1,0,1,1,1,0,0,0,0,0,0,1,104.2,1
1,0,1,1,71,1,0,0,0,0,0,0,0,0,2,0,2,1389.35,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,19.4,0
0,0,1,0,68,1,1,0,0,0,0,0,0,0,2,0,3,1629.2,0
0,0,1,0,72,1,0,1,1,1,1,1,1,1,2,0,1,6033.1,0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,44.4,0
0,1,1,0,1,1,1,2,0,0,0,0,1,1,0,1,0,95.1,1
1,0,0,0,41,1,0,1,1,0,1,1,1,1,1,1,2,3320.75,0
0,0,1,1,72,1,1,0,0,0,0,0,0,0,2,0,3,1867.7,0
0,0,1,0,6,1,1,2,0,0,0,0,0,0,0,1,0,438.0,1
1,0,1,1,4,1,0,2,0,0,1,0,0,0,0,1,0,325.45,1
0,0,0,0,12,1,1,2,0,0,0,0,1,1,0,1,0,1148.1,1
1,0,1,0,58,1,1,1,1,0,0,1,0,1,1,1,0,3972.25,0
1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,155.9,0
1,0,1,0,65,1,0,1,1,0,1,0,0,0,0,1,1,3673.15,0
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,70.6,0
0,0,1,0,56,1,0,0,0,0,0,0,0,0,1,0,3,1126.75,0
0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,73.45,0
1,0,1,1,58,1,0,1,0,0,0,0,0,0,1,1,1,2413.05,0
0,0,1,0,62,1,1,2,0,0,1,1,1,1,2,1,2,6912.7,0
0,0,0,0,26,1,1,1,1,1,0,0,0,0,1,0,0,1581.95,0
0,0,0,0,62,1,1,2,1,1,1,0,0,0,0,0,2,5586.45,0
1,0,1,1,58,1,0,2,1,1,0,0,1,1,1,0,3,5846.65,0
1,0,1,0,68,1,1,1,1,1,1,1,1,1,2,1,0,6424.7,0
1,0,1,1,61,1,1,2,1,1,1,0,0,1,1,1,3,6018.65,0
1,0,0,0,42,1,1,1,0,0,1,1,1,1,2,1,3,3373.4,0
0,0,0,0,18,1,1,2,0,0,0,0,1,0,0,0,2,1537.9,0
1,0,0,0,56,1,0,0,0,0,0,0,0,0,2,1,2,1080.55,0
1,0,0,0,4,1,1,2,0,1,0,0,0,1,0,1,0,355.2,1
1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,82.85,0
1,0,0,1,35,1,0,1,1,1,0,0,0,0,1,0,3,2016.45,0
1,0,1,1,64,1,1,2,1,0,0,1,0,0,0,1,2,5327.25,0
1,0,0,0,31,1,0,0,0,0,0,0,0,0,1,0,1,683.25,0
1,1,1,0,67,1,0,0,0,0,0,0,0,0,2,1,2,1263.05,0
1,0,0,0,4,1,0,1,0,1,0,0,0,0,0,0,3,151.3,1
1,1,1,0,70,1,1,2,1,1,1,1,1,1,2,1,0,7714.65,0
0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,3,188.7,1
0,1,1,0,53,1,1,2,0,1,0,0,1,1,0,1,0,5549.4,1
0,0,1,1,2,1,0,1,1,1,0,1,0,0,2,0,1,130.5,0
1,0,1,1,29,1,0,2,0,0,0,0,1,1,0,1,3,2621.75,0
1,0,0,0,47,0,2,1,1,0,1,1,0,0,2,0,1,1875.25,0
1,0,1,1,68,1,1,2,0,0,0,0,1,0,1,1,0,5685.8,1
0,0,0,1,12,1,0,1,1,0,0,0,1,1,0,1,1,837.5,0
1,0,1,1,8,1,0,1,0,1,0,1,0,0,0,0,2,401.5,0
